"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
6239,tc2316,TWN1994,TWN,tc23161994,,1994,19941009,19941009,307,0,19341,239976,287,18340086,456171,18796257,0,SETH,1994273N08176
6240,tc2277,THA1994,THA,tc22771994,,1994,19940731,19940731,2,0,126,119990,1,0,26681,26681,59848244,AMY,1994206N22107
6241,tc2277,VNM1994,VNM,tc22771994,,1994,19940725,19940730,9,0,567,599948,13,597366,1011533,1608899,845445600,AMY,1994206N22107
6242,tc2278,,,,,1994,19940725,19940803,38,0,2394,2099823,39,0,0,0,0,BRENDAN,1994206N14131
6243,tc2278,JPN1994,JPN,tc22781994,,1994,19940730,19940802,5,0,315,199982,5,135518,53790,189308,0,BRENDAN,1994206N14131
6244,tc2278,KOR1994,KOR,tc22781994,,1994,19940731,19940801,3,0,189,179985,5,1203553,392871,1596424,0,BRENDAN,1994206N14131
6245,tc2286,JTN1994,JTN,tc22861994,,1994,19940826,19940826,22,0,1386,59995,43,0,0,0,0,JOHN,1994222N11267
6246,tc2280,,,,,1994,19940801,19940803,12,0,756,539952,11,0,0,0,0,CAITLIN,1994210N16144
6247,tc2287,,,,,1994,19940813,19940814,5,0,315,299975,1,0,0,0,0,NOT NAMED,1994224N16240
6248,tc2288,,,,,1994,19940814,19940821,0,0,66150,1799842,1230,0,0,0,0,FRED,1994224N20152
6249,tc2288,CHN1994,CHN,tc22881994,,1994,19940821,19940822,67,0,4221,299975,125,13456245,13306389,26762634,0,FRED,1994224N20152
6250,tc2288,JPN1994,JPN,tc22881994,,1994,19940820,19940820,108,0,6804,89991,108,346602,8578,355180,0,FRED,1994224N20152
6251,tc2288,PHL1994,PHL,tc22881994,,1994,19940819,19940819,96,0,6048,59994,79,0,6490,6490,7394306,FRED,1994224N20152
6252,tc2288,TWN1994,TWN,tc22881994,,1994,19940820,19940821,427,0,26901,359965,422,10453671,183046,10636717,0,FRED,1994224N20152
6253,tc2288,ZZP1994,ZZP,tc22881994,,1994,19940820,19940820,31,0,1953,29997,34,0,0,0,0,FRED,1994224N20152
6254,tc2280,CHN1994,CHN,tc22801994,,1994,19940803,19940805,9,0,567,539955,10,844320,1629183,2473503,0,CAITLIN,1994210N16144
6255,tc2316,USA1994,USA,tc23161994,,1994,19941016,19941016,8,0,504,59995,25,0,0,0,0,SETH,1994273N08176
6256,tc2316,ZZK1994,ZZK,tc23161994,,1994,19941012,19941012,3,0,189,29997,10,0,0,0,0,SETH,1994273N08176
6257,tc2280,TWN1994,TWN,tc22801994,,1994,19940803,19940803,3,0,189,89991,3,736080,137923,874003,0,CAITLIN,1994210N16144
6258,tc2281,,,,,1994,19940802,19940812,0,0,79191,2699768,1657,0,0,0,0,DOUG:DOUS,1994211N12152
6259,tc2281,CHN1994,CHN,tc22811994,,1994,19940808,19940812,199,0,12537,479959,266,19109334,11750413,30859747,0,DOUG:DOUS,1994211N12152
6260,tc2281,JPN1994,JPN,tc22811994,,1994,19940807,19940807,139,0,8757,119988,133,83344,7251,90595,1826652380,DOUG:DOUS,1994211N12152
6261,tc2289,,,,,1994,19940815,19940816,17,0,1071,209982,5,0,0,0,0,BERYL,1994227N29273
6262,tc2281,KOR1994,KOR,tc22811994,,1994,19940810,19940811,145,0,9135,299975,74,0,1597,1597,46389760,DOUG:DOUS,1994211N12152
6263,tc2281,PHL1994,PHL,tc22811994,,1994,19940806,19940807,134,0,8442,179984,231,134954,775129,910083,809026864,DOUG:DOUS,1994211N12152
6264,tc2281,TWN1994,TWN,tc22811994,,1994,19940807,19940807,195,0,12285,179982,206,21935100,693573,22628673,0,DOUG:DOUS,1994211N12152
6265,tc2281,ZZP1994,ZZP,tc22811994,,1994,19940807,19940807,32,0,2016,29997,30,0,0,0,0,DOUG:DOUS,1994211N12152
6266,tc2282,,,,,1994,19940808,19940819,275,0,17325,2579779,412,0,0,0,0,ELLIE,1994215N30149
6267,tc2282,CHN1994,CHN,tc22821994,,1994,19940815,19940816,11,0,693,359970,40,5089452,5986517,11075969,0,ELLIE,1994215N30149
6268,tc2282,JPN1994,JPN,tc22821994,,1994,19940809,19940813,44,0,2772,179983,52,40256,58289,98545,0,ELLIE,1994215N30149
6269,tc2282,RUS1994,RUS,tc22821994,,1994,19940816,19940819,10,0,630,599950,34,554,103695,104249,178533217,ELLIE,1994215N30149
6270,tc2283,,,,,1994,19940807,19940809,10,0,630,539955,10,0,0,0,0,HECTOR,1994219N19252
6271,tc2285,,,,,1994,19940811,19940814,15,0,945,779935,28,0,0,0,0,ILEANA,1994223N15253
6272,tc2286,,,,,1994,19940811,19940910,0,0,134253,7499375,3007,0,0,0,0,JOHN,1994222N11267
6273,tc2289,USA1994,USA,tc22891994,,1994,19940816,19940818,17,0,1071,719939,12,466672,213353,680025,0,BERYL,1994227N29273
6274,tc2293,RUS1994,RUS,tc22931994,,1994,19940905,19940905,2,0,126,59995,12,0,0,0,6334,IVY,1994237N24167
6275,tc2316,ZZP1994,ZZP,tc23161994,,1994,19941009,19941009,37,0,2331,29997,32,0,0,0,0,SETH,1994273N08176
6276,tc2370,,,,,1995,19950808,19950812,23,0,1449,899925,26,0,0,0,0,HELEN,1995215N12145
6277,tc2290,,,,,1994,19940816,19940823,45,0,2835,1739855,95,0,0,0,0,CHRIS,1994229N11321
6278,tc2291,,,,,1994,19940824,19940903,167,0,10521,2099821,231,0,0,0,0,GLADYS,1994231N12157
6279,tc2291,CHN1994,CHN,tc22911994,,1994,19940901,19940903,15,0,945,239980,32,5634196,2320491,7954687,0,GLADYS,1994231N12157
6280,tc2291,JPN1994,JPN,tc22911994,,1994,19940831,19940831,80,0,5040,149985,93,83344,7251,90595,1826652380,GLADYS,1994231N12157
6281,tc2297,,,,,1994,19940904,19940909,172,0,10836,1259895,384,0,0,0,0,LANE,1994247N18251
6282,tc2291,TWN1994,TWN,tc22911994,,1994,19940901,19940901,27,0,1701,119989,45,10747797,80367,10828164,0,GLADYS,1994231N12157
6283,tc2292,,,,,1994,19940825,19940828,17,0,1071,719940,19,0,0,0,0,HARRY,1994232N10144
6284,tc2292,CHN1994,CHN,tc22921994,,1994,19940827,19940827,5,0,315,119990,5,218064,287173,505237,1097660380,HARRY,1994232N10144
6285,tc2292,LAO1994,LAO,tc22921994,,1994,19940829,19940829,1,0,63,59995,0,0,78,78,80774,HARRY,1994232N10144
6286,tc2298,,,,,1994,19940905,19940912,265,0,16695,1799847,316,0,0,0,0,KINNA,1994244N07151
17276,tc3024,,,,,2002,20020911,20020912,4,4,836,6552441,55,0,0,0,0,GUSTAV,2002252N29289
6287,tc2292,VNM1994,VNM,tc22921994,,1994,19940828,19940829,5,0,315,299975,7,523445,1764882,2288327,831016640,HARRY,1994232N10144
6288,tc2293,,,,,1994,19940828,19940905,259,0,16317,1979835,373,0,0,0,0,IVY,1994237N24167
6289,tc2293,USA1994,USA,tc22931994,,1994,19940905,19940905,2,0,126,59995,12,0,0,0,0,IVY,1994237N24167
6290,tc2294,,,,,1994,19940830,19940903,39,0,2457,1139905,83,0,0,0,0,KRISTY,1994241N14236
6291,tc2298,JPN1994,JPN,tc22981994,,1994,19940910,19940910,40,0,2520,119990,57,8175,1476,9651,342674152,KINNA,1994244N07151
6292,tc2299,,,,,1994,19940906,19940908,9,0,567,539955,2,0,0,0,0,MELE,1994249N11200
6293,tc2300,,,,,1994,19940907,19940913,25,0,1575,1499875,28,0,0,0,0,LUKE,1994250N14133
6294,tc2323,JPN1994,JPN,tc23231994,,1994,19941106,19941107,110,0,6930,149986,111,0,140,140,29424944,ZELDA,1994298N25161
6295,tc2295,,,,,1994,19940829,19940831,7,0,441,419965,4,0,0,0,0,NOT NAMED,1994242N21267
6296,tc2300,CHN1994,CHN,tc23001994,,1994,19940912,19940913,3,0,189,179985,6,47499,425139,472638,468697984,LUKE,1994250N14133
6297,tc2300,LAO1994,LAO,tc23001994,,1994,19940913,19940913,1,0,63,59995,0,0,12,12,59689,LUKE,1994250N14133
6298,tc3582,SPM2008,SPM,tc35822008,,2008,20080908,20080908,1,0,63,59995,4,0,457,457,12988063,HANNA,2008241N19303
6299,tc2295,MEX1994,MEX,tc22951994,,1994,19940831,19940831,2,0,126,119990,2,113160,12695,125855,862853592,NOT NAMED,1994242N21267
6300,tc2296,,,,,1994,19940903,19940907,27,0,1701,1019914,26,0,0,0,0,JOEL,1994242N12112
6301,tc2296,CHN1994,CHN,tc22961994,,1994,19940906,19940906,4,0,252,119990,5,391356,371055,762411,969666640,JOEL,1994242N12112
6302,tc2296,VNM1994,VNM,tc22961994,,1994,19940907,19940907,6,0,378,239980,7,468069,1068787,1536856,427273120,JOEL,1994242N12112
6303,tc2296,ZZN1994,ZZN,tc22961994,,1994,19940903,19940903,1,0,63,59995,0,0,0,0,0,JOEL,1994242N12112
6304,tc2303,,,,,1994,19940915,19940921,26,0,1638,1559870,27,0,0,0,0,NAT,1994257N13139
6305,tc2304,,,,,1994,19940917,19940919,11,0,693,659945,6,0,0,0,0,MIRIAM,1994259N14244
6306,tc2305,,,,,1994,19940917,19940930,0,0,114975,3329706,1993,0,0,0,0,ORCHID,1994259N12128
6307,tc2305,JPN1994,JPN,tc23051994,,1994,19940927,19940930,573,0,36099,809922,556,46743876,2725612,49469488,0,ORCHID,1994259N12128
6308,tc2306,,,,,1994,19940919,19940921,6,0,378,359970,1,0,0,0,0,NORMAN,1994262N16249
6309,tc2408,ZZO1995,ZZO,tc24081995,,1995,19951103,19951103,37,0,2331,59995,58,0,0,0,0,ANGELA,1995293N05177
6310,tc2409,,,,,1995,19951027,19951102,100,0,6300,1679860,302,0,0,0,0,TANYA,1995300N25301
6311,tc2307,,,,,1994,19940921,19940926,126,0,7938,1199900,250,0,0,0,0,PAT,1994263N17170
6312,tc2308,,,,,1994,19940922,19940924,20,0,1260,599950,19,0,0,0,0,ERNESTO,1994265N10330
6313,tc2309,,,,,1994,19940921,19940930,143,0,9009,1979835,292,0,0,0,0,PAT:RUTH,1994265N16149
6314,tc3582,TCA2008,TCA,tc35822008,,2008,20080901,20080903,32,0,2016,239979,32,0,12911,12911,305125504,HANNA,2008241N19303
6315,tc3582,USA2008,USA,tc35822008,,2008,20080906,20080907,12,0,756,359969,41,6458416,871714,7330130,0,HANNA,2008241N19303
6316,tc3583,,,,,2008,20080901,20080915,0,0,79317,3119736,2237,0,0,0,0,IKE,2008245N17323
6317,tc2314,,,,,1994,19940929,19940930,5,0,315,299975,2,0,0,0,0,NOT NAMED,1994272N21274
6318,tc2326,CUB1994,CUB,tc23261994,,1994,19941113,19941113,4,0,252,119989,4,2800,58833,61633,317564080,GORDON,1994313N12278
6319,tc2575,LAO1997,LAO,tc25751997,,1997,19970823,19970823,1,0,63,59995,1,0,6205,6205,2030111,ZITA,1997232N17115
6320,tc2315,,,,,1994,19941002,19941006,20,0,1260,1139905,20,0,0,0,0,A19495,1994275S05062
6321,tc2316,,,,,1994,19941002,19941016,0,0,87066,3509695,2042,0,0,0,0,SETH,1994273N08176
6322,tc2317,,,,,1994,19941011,19941014,89,0,5607,719939,69,0,0,0,0,ROSA,1994282N17247
6323,tc2317,MEX1994,MEX,tc23171994,,1994,19941014,19941014,10,0,630,179984,24,1849328,283356,2132684,0,ROSA,1994282N17247
6324,tc2332,MNP1994,MNP,tc23321994,,1994,19941223,19941223,2,0,126,59995,4,0,0,0,38080,BOBBIE,1994348N04175
6325,tc2333,,,,,1995,19950102,19950111,82,0,5166,1799850,80,0,0,0,0,CHRISTELLE,1994362S11054
6326,tc2333,MDG1995,MDG,tc23331995,,1995,19950102,19950103,4,0,252,179985,2,0,29008,29008,10535445,CHRISTELLE,1994362S11054
6327,tc2575,VNM1997,VNM,tc25751997,,1997,19970822,19970823,7,0,441,359970,9,494541,2455628,2950169,901103456,ZITA,1997232N17115
6328,tc2576,,,,,1997,19970821,19970829,940,0,59220,1979832,912,0,0,0,0,AMBER,1997232N14136
6329,tc2576,CHN1997,CHN,tc25761997,,1997,19970829,19970829,10,0,630,179984,23,1852837,2580708,4433545,0,AMBER,1997232N14136
6330,tc3583,BHS2008,BHS,tc35832008,,2008,20080907,20080909,271,0,17073,479958,456,0,8686,8686,135848864,IKE,2008245N17323
6331,tc2318,,,,,1994,19941017,19941101,0,0,88578,3599695,1581,0,0,0,0,VERNE,1994287N08176
6332,tc2333,MUS1995,MUS,tc23331995,,1995,19950108,19950109,11,0,693,119990,6,20777,17110,37887,108115708,CHRISTELLE,1994362S11054
6333,tc2334,,,,,1995,19950101,19950105,28,0,1764,1019915,82,0,0,0,0,WILLIAM,1994364S11195
6334,tc2959,ZZN2001,ZZN,tc29592001,,2001,20011110,20011111,127,0,8001,179985,201,0,0,0,0,LINGLING,2001309N10130
6335,tc2318,JPN1994,JPN,tc23181994,,1994,19941031,19941031,7,0,441,59994,9,0,949,949,26844832,VERNE,1994287N08176
6336,tc2319,,,,,1994,19941017,19941026,628,0,39564,2279810,726,0,0,0,0,TERESA,1994287N14156
6337,tc2319,PHL1994,PHL,tc23191994,,1994,19941020,19941021,115,0,7245,299975,173,23867144,8975596,32842740,0,TERESA,1994287N14156
6338,tc2319,ZZQ1994,ZZQ,tc23191994,,1994,19941022,19941023,79,0,4977,179985,81,0,0,0,0,TERESA,1994287N14156
6339,tc2320,,,,,1994,19941020,19941101,0,0,93366,3179735,2187,0,0,0,0,WILDA,1994291N12170
6340,tc2959,ZZQ2001,ZZQ,tc29592001,,2001,20011110,20011110,48,0,3024,59995,59,0,0,0,0,LINGLING,2001309N10130
6341,tc3583,CAN2008,CAN,tc35832008,,2008,20080914,20080915,11,0,693,179985,71,16605968,1499157,18105125,0,IKE,2008245N17323
6342,tc3583,CUB2008,CUB,tc35832008,,2008,20080907,20080910,362,0,22806,599948,539,4288275,7059663,11347938,0,IKE,2008245N17323
6343,tc2320,MNP1994,MNP,tc23201994,,1994,19941024,19941025,229,0,14427,299975,338,67453,10091,77544,0,WILDA,1994291N12170
6344,tc2321,,,,,1994,19941025,19941025,2,0,126,119990,0,0,0,0,0,NONA,1994294N13203
6345,tc2497,,,,,1996,19961028,19961110,0,0,91413,3139731,2432,0,0,0,0,BELLAMINE:MELANIE:MELANIE,1996302S07095
6346,tc2322,,,,,1994,19941022,19941025,13,0,819,779935,9,0,0,0,0,YURI,1994295N25188
6347,tc2498,,,,,1996,19961103,19961114,635,0,40005,2519786,1319,0,0,0,0,DALE,1996307N09154
17277,tc3267,,,,,2005,20050409,20050410,12,4,2506,13104882,949,0,0,0,0,ADELINE:ADELINE-JULI:JULI,2005092S11102
17278,tc3281,,,,,2005,20050707,20050710,9,4,1881,15289029,607,0,0,0,0,DENNIS,2005186N12299
6348,tc2323,,,,,1994,19941029,19941108,761,0,47943,2309804,1415,0,0,0,0,ZELDA,1994298N25161
6349,tc2323,MNP1994,MNP,tc23231994,,1994,19941103,19941103,54,0,3402,179985,119,45930,3157,49087,0,ZELDA,1994298N25161
6350,tc2324,,,,,1994,19941029,19941031,17,0,1071,329971,11,0,0,0,0,NOT NAMED,1994302N11086
6351,tc2324,IND1994,IND,tc23241994,,1994,19941030,19941031,11,0,693,179984,7,6890856,945841,7836697,0,NOT NAMED,1994302N11086
17279,tc3281,CUB2005,CUB,tc32812005,,2005,20050708,20050708,6,4,1254,8736588,372,207952,253666,461618,1962858690,DENNIS,2005186N12299
6352,tc2325,,,,,1994,19941102,19941108,88,0,5544,1619865,157,0,0,0,0,FLORENCE,1994306N23313
6353,tc2326,,,,,1994,19941108,19941121,104,0,6552,2939751,124,0,0,0,0,GORDON,1994313N12278
6354,tc2326,BHS1994,BHS,tc23261994,,1994,19941114,19941115,4,0,252,119990,6,0,0,0,0,GORDON,1994313N12278
6355,tc3809,NZL2011,NZL,tc38092011,,2011,20110328,20110328,6,0,378,59995,19116,0,0,0,0,BUNE,2011082S17184
6356,tc2326,JAM1994,JAM,tc23261994,,1994,19941113,19941113,2,0,126,59994,2,60740,37814,98554,710027600,GORDON,1994313N12278
6357,tc2326,NIC1994,NIC,tc23261994,,1994,19941110,19941110,1,0,63,59995,0,0,0,0,0,GORDON,1994313N12278
6358,tc2326,USA1994,USA,tc23261994,,1994,19941115,19941121,17,0,1071,419963,16,949892,45014,994906,0,GORDON,1994313N12278
6359,tc2327,,,,,1994,19941113,19941117,63,0,3969,1139905,47,0,0,0,0,VANIA,1994315S07168
6360,tc2334,COK1995,COK,tc23341995,,1995,19950102,19950102,7,0,441,179985,14,0,2970,2970,11634420,WILLIAM,1994364S11195
6361,tc2334,PYF1995,PYF,tc23341995,,1995,19950103,19950103,1,0,63,59995,8,0,791,791,17411480,WILLIAM,1994364S11195
6362,tc3810,AUS2011,AUS,tc38102011,,2011,20110402,20110403,33,0,2079,329967,4211,0,19,19,55423,NONAME:TWENTY,2011085S09130
6363,tc3814,IDN2011,IDN,tc38142011,,2011,20110417,20110417,6,0,378,59995,68,0,111,111,2509,ERROL,2011102S11125
6364,tc2327,VUT1994,VUT,tc23271994,,1994,19941115,19941115,7,0,441,179985,14,6470,24868,31338,101849032,VANIA,1994315S07168
6365,tc2328,,,,,1994,19941115,19941120,25,0,1575,1019911,28,0,0,0,0,NOT NAMED,1994317N08070
6366,tc2335,,,,,1995,19950102,19950106,58,0,3654,1079910,56,0,0,0,0,BENTHA,1994365S06063
6367,tc2383,KNA1995,KNA,tc23831995,,1995,19950905,19950905,80,0,5040,119990,108,38255,786,39041,405238018,LUIS,1995240N11337
6368,tc2328,SOM1994,SOM,tc23281994,,1994,19941119,19941120,4,0,252,119990,3,0,7906,7906,780052,NOT NAMED,1994317N08070
6369,tc2329,,,,,1994,19941123,19941202,845,0,53235,2219815,1335,0,0,0,0,ALBERTINE,1994325S06076
6370,tc2329,MUS1994,MUS,tc23291994,,1994,19941130,19941130,21,0,1323,59995,50,22960,12768,35728,165723636,ALBERTINE,1994325S06076
6371,tc2330,,,,,1994,19941214,19941220,0,0,71442,1079895,838,0,0,0,0,ANNETTE,1994344S09112
6372,tc2330,AUS1994,AUS,tc23301994,,1994,19941217,19941220,280,0,17640,599945,376,11231,39833,51064,976224576,ANNETTE,1994344S09112
6373,tc2331,,,,,1994,19941216,19941224,282,0,17766,1859845,455,0,0,0,0,AXEL,1994345N06165
6374,tc2331,PHL1994,PHL,tc23311994,,1994,19941221,19941222,129,0,8127,419965,212,4477300,11944882,16422182,0,AXEL,1994345N06165
6375,tc2331,ZZO1994,ZZO,tc23311994,,1994,19941223,19941223,6,0,378,59995,8,0,0,0,0,AXEL,1994345N06165
6376,tc2332,,,,,1994,19941218,19941229,43,0,2709,2399800,70,0,0,0,0,BOBBIE,1994348N04175
6377,tc2332,JPN1994,JPN,tc23321994,,1994,19941227,19941227,1,0,63,59995,0,0,7,7,163373,BOBBIE,1994348N04175
6378,tc3815,JPN2011,JPN,tc38152011,,2011,20110511,20110512,24,0,1512,239980,6269,106710,12713,119423,230658248,AERE,2011126N11129
6379,tc2336,,,,,1995,19950119,19950131,0,0,91602,3059745,2047,0,0,0,0,DORINA,1995017S10078
17280,tc3675,,,,,2009,20090830,20090901,45,4,9396,24025618,1960,0,0,0,0,JIMENA,2009239N12270
6380,tc2341,,,,,1995,19950220,19950221,10,0,630,389966,7,0,0,0,0,BOBBY,1995050S11134
6381,tc2342,,,,,1995,19950222,19950301,491,0,30933,1679860,624,0,0,0,0,INGRID,1995053S14065
6382,tc2342,MUS1995,MUS,tc23421995,,1995,19950226,19950226,49,0,3087,119990,68,929314,83478,1012792,0,INGRID,1995053S14065
6383,tc2343,,,,,1995,19950303,19950307,150,0,9450,1199900,300,0,0,0,0,VIOLET,1995059S11155
6384,tc2383,MSR1995,MSR,tc23831995,,1995,19950905,19950905,36,0,2268,59995,53,0,9360,9360,35975156,LUIS,1995240N11337
17281,tc3690,,,,,2009,20091003,20091005,9,4,1881,15289029,679,0,0,0,0,MELOR,2009272N07164
6385,tc2343,AUS1995,AUS,tc23431995,,1995,19950307,19950307,30,0,1890,119990,25,63437,54220,117657,0,VIOLET,1995059S11155
6386,tc2344,,,,,1995,19950304,19950305,80,0,5040,479960,98,0,0,0,0,WARREN,1995063S13141
6387,tc2344,AUS1995,AUS,tc23441995,,1995,19950305,19950306,65,0,4095,179985,84,0,2624,2624,44541000,WARREN,1995063S13141
6388,tc2345,,,,,1995,19950305,19950312,356,0,22428,1559870,188,0,0,0,0,JOSTA,1995064S13042
6389,tc2346,,,,,1995,19950306,19950315,186,0,11718,2099824,102,0,0,0,0,KYLIE,1995064S13055
6390,tc2346,REU1995,REU,tc23461995,,1995,19950313,19950313,1,0,63,59995,2,119985,1173,121158,2146536180,KYLIE,1995064S13055
6391,tc2370,CHN1995,CHN,tc23701995,,1995,19950812,19950812,3,0,189,179985,3,230163,399531,629694,1239192990,HELEN,1995215N12145
6392,tc2347,,,,,1995,19950314,19950318,27,0,1701,959920,16,0,0,0,0,LIDY,1995074S16068
6393,tc2370,PHL1995,PHL,tc23701995,,1995,19950809,19950809,1,0,63,59995,1,0,6,6,60050,HELEN,1995215N12145
6394,tc2372,BMU1995,BMU,tc23721995,,1995,19950815,19950815,25,0,1575,59995,50,32653,898,33551,0,FELIX,1995220N14329
6395,tc2348,,,,,1995,19950329,19950410,0,0,92043,2999750,2218,0,0,0,0,MARLENE,1995088S10078
6396,tc2349,,,,,1995,19950404,19950408,0,0,105903,1409862,1360,0,0,0,0,CHLOE,1995089S09131
6397,tc2349,AUS1995,AUS,tc23491995,,1995,19950407,19950408,737,0,46431,509949,621,0,4940,4940,142214432,CHLOE,1995089S09131
6398,tc2349,IDN1995,IDN,tc23491995,,1995,19950405,19950406,119,0,7497,89991,62,0,240331,240331,46673172,CHLOE,1995089S09131
6399,tc2372,GBR1995,GBR,tc23721995,,1995,19950824,19950824,5,0,315,59995,30,0,18023,18023,293158784,FELIX,1995220N14329
6400,tc2350,PNG1995,PNG,tc23501995,,1995,19950421,19950422,70,0,4410,179985,56,0,22355,22355,2497249,AGNES,1995106S09144
6401,tc2351,,,,,1995,19950428,19950501,13,0,819,779935,3,0,0,0,0,CHUCK,1995113N06169
6402,tc2356,PHL1995,PHL,tc23561995,,1995,19950601,19950603,6,0,378,359970,2,104892,164697,269589,230340132,DEANNA,1995148N07150
6403,tc2378,,,,,1995,19950822,19950907,661,0,41643,3839679,850,0,0,0,0,IRIS,1995235N13311
6404,tc2352,,,,,1995,19950505,19950506,4,0,252,149986,3,0,0,0,0,NOT NAMED,1995126N12081
6405,tc2352,IND1995,IND,tc23521995,,1995,19950506,19950506,1,0,63,29997,0,211510,40218,251728,302454928,NOT NAMED,1995126N12081
6406,tc2356,TWN1995,TWN,tc23561995,,1995,19950608,19950608,2,0,126,119990,2,492485,100266,592751,0,DEANNA,1995148N07150
6407,tc2357,,,,,1995,19950603,19950610,43,0,2709,1679859,108,0,0,0,0,ALLISON,1995154N17276
6408,tc2357,CAN1995,CAN,tc23571995,,1995,19950608,19950609,3,0,189,179985,9,10117,3769,13886,304707832,ALLISON,1995154N17276
6409,tc2353,,,,,1995,19950508,19950509,5,0,315,329970,5,0,0,0,0,NOT NAMED,1995129N15082
6410,tc2357,USA1995,USA,tc23571995,,1995,19950605,19950607,16,0,1008,479959,31,563140,277220,840360,0,ALLISON,1995154N17276
6411,tc2358,,,,,1995,19950615,19950620,368,0,23184,1139905,313,0,0,0,0,ADOLPH,1995167N11254
6412,tc2359,,,,,1995,19950707,19950710,19,0,1197,739936,32,0,0,0,0,BARRY,1995186N32288
6413,tc2359,CAN1995,CAN,tc23591995,,1995,19950709,19950710,4,0,252,79992,5,39162,6546,45708,1165913950,BARRY,1995186N32288
6414,tc2360,,,,,1995,19950708,19950716,693,0,43659,2159820,1090,0,0,0,0,BARBARA,1995189N11257
6415,tc2353,IND1995,IND,tc23531995,,1995,19950509,19950510,2,0,126,149986,1,33803,17099,50902,43601148,NOT NAMED,1995129N15082
6416,tc2354,,,,,1995,19950514,19950516,8,0,504,359969,8,0,0,0,0,NOT NAMED,1995135N20087
6417,tc2354,BGD1995,BGD,tc23541995,,1995,19950516,19950516,1,0,63,59995,1,0,124619,124619,16550852,NOT NAMED,1995135N20087
6418,tc2354,IND1995,IND,tc23541995,,1995,19950515,19950516,2,0,126,119990,2,0,698585,698585,233570208,NOT NAMED,1995135N20087
6419,tc2355,,,,,1995,19950521,19950522,6,0,378,359970,2,0,0,0,0,NOT NAMED,1995141N13256
6420,tc2356,,,,,1995,19950601,19950612,75,0,4725,2699774,54,0,0,0,0,DEANNA,1995148N07150
6421,tc2356,JPN1995,JPN,tc23561995,,1995,19950608,19950608,1,0,63,59995,2,0,0,0,0,DEANNA,1995148N07150
6422,tc2361,,,,,1995,19950712,19950721,48,0,3024,2219815,81,0,0,0,0,CHANTAL,1995193N17305
6423,tc2362,,,,,1995,19950717,19950724,389,0,24507,1889829,435,0,0,0,0,FAYE,1995193N06156
6424,tc2362,JPN1995,JPN,tc23621995,,1995,19950721,19950724,201,0,12663,479953,229,1379712,497430,1877142,0,FAYE,1995193N06156
6425,tc2362,KOR1995,KOR,tc23621995,,1995,19950723,19950723,46,0,2898,179982,70,13809975,1706059,15516034,0,FAYE,1995193N06156
17282,tc3696,,,,,2009,20091017,20091019,39,4,8144,17473176,3200,0,0,0,0,RICK,2009288N07267
6426,tc2365,,,,,1995,19950728,19950731,32,0,2016,779935,31,0,0,0,0,GARY,1995208N17121
6427,tc2378,GLP1995,GLP,tc23781995,,1995,19950827,19950827,3,0,189,119990,4,56399,4243,60642,558867384,IRIS,1995235N13311
6428,tc2365,CHN1995,CHN,tc23651995,,1995,19950730,19950801,9,0,567,419965,13,4008908,1987642,5996550,0,GARY,1995208N17121
6429,tc2378,MTQ1995,MTQ,tc23781995,,1995,19950826,19950826,2,0,126,59995,2,204,9,213,19087142,IRIS,1995235N13311
6430,tc2498,JPN1996,JPN,tc24981996,,1996,19961111,19961111,42,0,2646,59994,50,0,134,134,29424944,DALE,1996307N09154
6431,tc2366,,,,,1995,19950728,19950731,10,0,630,559953,8,0,0,0,0,DEAN,1995210N26273
6432,tc2366,USA1995,USA,tc23661995,,1995,19950731,19950801,8,0,504,359969,10,1029273,66252,1095525,0,DEAN,1995210N26273
6433,tc2367,,,,,1995,19950731,19950803,70,0,4410,959919,104,0,0,0,0,ERIN,1995212N22287
6434,tc2367,BHS1995,BHS,tc23671995,,1995,19950731,19950801,22,0,1386,479960,36,39072,18798,57870,1098456130,ERIN,1995212N22287
6435,tc2367,USA1995,USA,tc23671995,,1995,19950802,19950806,60,0,3780,959919,92,4479214,682053,5161267,0,ERIN,1995212N22287
6436,tc2368,,,,,1995,19950804,19950806,15,0,945,599950,15,0,0,0,0,ERICK,1995214N15249
6437,tc2369,,,,,1995,19950806,19950806,2,0,126,119990,1,0,0,0,0,NOT NAMED,1995218N20265
6438,tc2369,MEX1995,MEX,tc23691995,,1995,19950806,19950807,3,0,189,179985,1,4498,14066,18564,57234352,NOT NAMED,1995218N20265
6439,tc2381,CHN1995,CHN,tc23811995,,1995,19950830,19950831,53,0,3339,299975,148,41532616,18731148,60263764,0,KENT,1995236N10134
6440,tc2381,HKG1995,HKG,tc23811995,,1995,19950831,19950831,9,0,567,59995,30,6009851,103019,6112870,0,KENT,1995236N10134
6441,tc2381,PHL1995,PHL,tc23811995,,1995,19950829,19950830,81,0,5103,179985,161,386218,1217987,1604205,1288936350,KENT,1995236N10134
