time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1973-06-24T04:43:25.700Z,43.107,146.747,62,5,mb,,,,,us,usp00002c1,2014-11-06T23:21:13.596Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T05:07:46.800Z,43.125,146.574,44,5.8,mb,,,,,us,usp00002c2,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T07:08:52.100Z,43.141,146.692,42,4.8,mb,,,,,us,usp00002c3,2014-11-06T23:21:13.779Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T09:45:57.600Z,-52.514,26.709,33,5,mb,,,,,us,usp00002c6,2014-11-06T23:21:13.781Z,"south of Africa",earthquake,,,,,reviewed,us,us
1973-06-24T10:53:54.100Z,43.062,146.478,60,5.4,mb,,,,,us,usp00002ca,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T11:59:19.600Z,40.181,142.235,55,4.5,mb,,,,,us,usp00002cc,2014-11-06T23:21:13.786Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1973-06-24T17:15:10.400Z,21.013,143.14,33,5.5,mb,,,,,us,usp00002cg,2015-05-13T18:53:08.000Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
1973-06-24T17:49:25.400Z,43.183,146.404,40,4.9,mb,,,,,us,usp00002ch,2014-11-06T23:21:13.791Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T17:58:49.800Z,-0.908,130.629,65,5.2,mb,,,,,us,usp00002cj,2014-11-06T23:21:13.889Z,"Papua region, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-24T18:41:49.300Z,43.062,146.946,36,5.2,mb,,,,,us,usp00002ck,2014-11-06T23:21:13.890Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-24T20:00:16.100Z,43.297,146.8,51,5.1,mb,,,,,us,usp00002cm,2014-11-06T23:21:13.891Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-25T07:11:23.500Z,52.915,-174.676,207,5.2,mb,,,,,us,usp00002cw,2014-11-06T23:21:13.901Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1973-06-25T07:19:46.300Z,19.105,121.153,50,5.7,mb,,,,,us,usp00002cx,2015-05-13T18:53:08.000Z,"Babuyan Islands region, Philippines",earthquake,,,,,reviewed,us,us
1973-06-25T07:59:45.800Z,-6.114,153.744,33,5.3,mb,,,,,us,usp00002cy,2014-11-06T23:21:13.902Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1973-06-25T08:04:00.500Z,19.827,121.271,33,4.7,mb,,,,,us,usp00002cz,2014-11-06T23:21:13.903Z,"Babuyan Islands region, Philippines",earthquake,,,,,reviewed,us,us
1973-06-25T08:19:33.800Z,43.109,146.397,39,4.6,mb,,,,,us,usp00002d0,2014-11-06T23:21:13.904Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-25T10:29:02.600Z,29.995,50.461,48,5,mb,,,,,us,usp00002d1,2014-11-06T23:21:13.905Z,"southern Iran",earthquake,,,,,reviewed,us,us
1973-06-25T11:37:51.600Z,0.95,125.99,33,5.7,mb,,,,,us,usp00002d3,2014-11-06T23:21:13.907Z,"Molucca Sea",earthquake,,,,,reviewed,us,us
1973-06-25T15:03:18.700Z,-35.873,-103.928,33,5.1,ms,,,,,us,usp00002d6,2014-11-06T23:21:13.910Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,us
1973-06-25T15:12:50.500Z,16.406,122.434,33,4.8,mb,,,,,us,usp00002d7,2014-11-06T23:21:13.911Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1973-06-25T19:06:03.400Z,43.209,146.409,33,4.5,mb,,,,,us,usp00002dc,2014-11-06T23:21:13.916Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-25T20:46:46.300Z,6.925,126.781,73,5.2,mb,,,,,us,usp00002de,2014-11-06T23:21:13.917Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1973-06-26T04:01:22.600Z,-2.358,101.343,80,4.7,mb,,,,,us,usp00002dj,2014-11-06T23:21:13.936Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-26T05:35:17.000Z,52.239,174.107,41,4.9,mb,,,,,us,usp00002dk,2014-11-06T23:21:13.938Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1973-06-26T07:24:28.100Z,14.29,-90.706,38,4.5,mb,,,,,us,usp00002dn,2014-11-06T23:21:13.940Z,"Guatemala",earthquake,,,,,reviewed,us,us
1973-06-26T11:39:23.900Z,43.061,146.609,57,5.3,mb,,,,,us,usp00002dq,2014-11-06T23:21:13.942Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-26T12:18:08.900Z,43.102,146.014,46,5.3,mb,,,,,us,usp00002dr,2014-11-06T23:21:13.943Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-26T18:02:24.100Z,43.018,147.11,39,5.8,ms,,,,,us,usp00002dt,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-26T19:05:21.900Z,34.338,26.134,38,4.8,mb,,,,,us,usp00002dv,2014-11-06T23:21:13.946Z,"Crete, Greece",earthquake,,,,,reviewed,us,us
1973-06-26T22:32:00.200Z,43.175,146.56,50,6.6,ms,,,,,us,usp00002dx,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-26T22:41:34.600Z,42.847,146.739,41,5.5,mb,,,,,us,usp00002dy,2015-05-13T18:53:08.000Z,"off the coast of Hokkaido, Japan",earthquake,,,,,reviewed,us,us
1973-06-26T22:45:32.500Z,43.002,146.651,44,5.4,mb,,,,,us,usp00002dz,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-26T22:57:13.000Z,42.801,146.641,44,5.3,mb,,,,,us,usp00002e0,2014-11-06T23:21:13.951Z,"off the coast of Hokkaido, Japan",earthquake,,,,,reviewed,us,us
1973-06-27T01:02:59.200Z,42.76,146.615,41,5.1,mb,,,,,us,usp00002e3,2014-11-06T23:21:13.954Z,"off the coast of Hokkaido, Japan",earthquake,,,,,reviewed,us,us
1973-06-27T01:41:16.100Z,43.099,146.503,46,5.4,mb,,,,,us,usp00002e5,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-27T03:15:20.400Z,43.132,146.791,45,5,mb,,,,,us,usp00002e6,2014-11-06T23:21:13.957Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-27T03:42:38.000Z,42.552,145.783,38,5.2,mb,,,,,us,usp00002e8,2014-11-06T23:21:13.958Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-06-27T03:59:51.000Z,40.559,89.532,33,4.8,mb,,,,,us,usp00002e9,2015-06-16T15:37:55.898Z,"southern Xinjiang, China",nuclear explosion,,,,,reviewed,us,us
1973-06-27T11:50:40.000Z,53.157,159.763,40,5,mb,,,,,us,usp00002eb,2014-11-06T23:21:13.961Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,us
1973-06-27T12:16:48.700Z,-30.567,-178.036,42,5.3,mb,,,,,us,usp00002ec,2014-11-06T23:21:13.962Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1973-06-27T13:11:11.000Z,40.57,79.214,33,5,mb,,,,,us,usp00002ed,2014-11-06T23:21:13.963Z,"southern Xinjiang, China",earthquake,,,,,reviewed,us,us
1973-06-27T20:22:27.200Z,42.669,145.418,33,4.7,mb,,,,,us,usp00002eh,2014-11-06T23:21:13.968Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-06-27T20:54:51.500Z,-23.743,179.872,539,4.7,mb,,,,,us,usp00002ej,2014-11-06T23:21:13.969Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1973-06-28T10:28:56.500Z,-18.158,-178.593,642,4.5,mb,,,,,us,usp00002ep,2014-11-06T23:21:13.974Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-06-28T10:49:33.400Z,23.385,123.488,41,5.2,ms,,,,,us,usp00002eq,2014-11-06T23:21:13.975Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1973-06-28T10:59:41.300Z,-1.052,126.759,33,5.2,mb,,,,,us,usp00002er,2014-11-06T23:21:13.976Z,"Kepulauan Sula, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-28T11:48:31.500Z,-18.212,-178.565,638,4.8,mb,,,,,us,usp00002es,2014-11-06T23:21:13.977Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-06-28T12:05:08.400Z,-2.488,138.783,33,5,mb,,,,,us,usp00002et,2014-11-06T23:21:13.979Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-28T14:11:03.000Z,-12.792,166.685,146,5.5,mb,,,,,us,usp00002eu,2015-05-13T18:53:08.000Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,us
1973-06-28T15:26:40.200Z,-23.863,-68.83,94,4.7,mb,,,,,us,usp00002ew,2014-11-06T23:21:13.982Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,us
1973-06-28T17:14:17.100Z,-3.191,134.415,63,5.2,mb,,,,,us,usp00002ey,2014-11-06T23:21:13.984Z,"Papua, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-28T20:23:01.700Z,-5.453,131.485,33,5.4,mb,,,,,us,usp00002f1,2014-11-06T23:21:13.988Z,"Banda Sea",earthquake,,,,,reviewed,us,us
1973-06-28T21:58:02.900Z,29.087,103.589,33,5.2,mb,,,,,us,usp00002f3,2014-11-06T23:21:13.991Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1973-06-28T21:59:30.300Z,28.904,103.633,33,5.4,mb,,,,,us,usp00002f5,2015-05-13T18:53:08.000Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1973-06-28T22:04:43.100Z,29.139,103.608,33,5,mb,,,,,us,usp00002f6,2014-11-06T23:21:13.995Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1973-06-29T00:04:46.800Z,28.872,103.749,33,5.1,mb,,,,,us,usp00002f8,2014-11-06T23:21:13.997Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1973-06-29T01:27:53.800Z,43.592,145.991,58,4.9,mb,,,,,us,usp00002f9,2014-11-06T23:21:13.998Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-06-29T02:23:20.900Z,21.112,143.107,24,5.7,mb,,,,,us,usp00002fa,2015-05-13T18:53:08.000Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
1973-06-29T03:26:53.200Z,43.402,145.801,50,5.9,mb,,,,,us,usp00002fb,2015-05-13T18:53:08.000Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-06-29T07:55:11.900Z,3.895,-85.005,33,5.3,mb,,,,,us,usp00002fc,2015-05-13T18:53:08.000Z,"off the coast of Central America",earthquake,,,,,reviewed,us,us
1973-06-29T12:19:22.700Z,49.18,156.162,33,4.8,mb,,,,,us,usp00002ff,2014-11-06T23:21:14.007Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-29T13:48:26.900Z,-4.776,153.198,99,5.4,mb,,,,,us,usp00002fh,2014-11-06T23:21:14.009Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1973-06-29T15:40:17.900Z,-46.407,95.872,33,5.2,ms,,,,,us,usp00002fj,2014-11-06T23:21:14.011Z,"southeast Indian Ridge",earthquake,,,,,reviewed,us,us
1973-06-29T16:39:00.100Z,43.258,146.796,33,4.6,mb,,,,,us,usp00002fk,2014-11-06T23:21:14.012Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-06-29T17:52:00.800Z,28.839,103.669,33,5.2,mb,,,,,us,usp00002fm,2014-11-06T23:21:14.014Z,"eastern Sichuan, China",earthquake,,,,,reviewed,us,us
1973-06-29T23:14:14.300Z,53.954,-35.157,33,4.6,mb,,,,,us,usp00002fp,2014-11-06T23:21:14.017Z,"Reykjanes Ridge",earthquake,,,,,reviewed,us,us
1973-06-29T23:28:33.400Z,-1.059,126.725,33,4.6,mb,,,,,us,usp00002fq,2014-11-06T23:21:14.018Z,"Kepulauan Sula, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-30T03:44:27.500Z,-0.53,123.32,33,4.7,mb,,,,,us,usp00002fs,2014-11-06T23:21:14.021Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-30T05:07:19.500Z,-36.485,-101.076,33,4.6,mb,,,,,us,usp00002ft,2014-11-06T23:21:14.023Z,"southeast of Easter Island",earthquake,,,,,reviewed,us,us
1973-06-30T05:24:10.000Z,-19.867,-177.624,576,5,mb,,,,,us,usp00002fu,2014-11-06T23:21:14.024Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-06-30T08:08:57.600Z,13.763,-90.935,78,5.1,mb,,,,,us,usp00002fv,2014-11-06T23:21:14.025Z,"offshore Guatemala",earthquake,,,,,reviewed,us,us
1973-06-30T10:04:15.800Z,-17.244,-172.49,33,4.5,mb,,,,,us,usp00002fw,2014-11-06T23:21:14.026Z,"Tonga region",earthquake,,,,,reviewed,us,us
1973-06-30T13:23:10.300Z,-3.835,131.108,33,5.2,mb,,,,,us,usp00002fy,2014-11-06T23:21:14.029Z,"Ceram Sea, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-30T13:30:11.700Z,-3.811,131.379,33,4.8,mb,,,,,us,usp00002fz,2014-11-06T23:21:14.031Z,"Ceram Sea, Indonesia",earthquake,,,,,reviewed,us,us
1973-06-30T17:43:27.600Z,22.856,121.376,33,5.2,mb,,,,,us,usp00002g0,2014-11-06T23:21:14.032Z,"Taiwan region",earthquake,,,,,reviewed,us,us
1973-06-30T17:55:55.900Z,52.747,172.261,44,5.4,mb,,,,,us,usp00002g1,2015-05-13T18:53:08.000Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1973-07-01T00:38:59.000Z,-56.245,-26.44,33,4.5,mb,,,,,us,usp00002g4,2014-11-06T23:21:14.036Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,us
1973-07-01T06:01:33.400Z,43.375,145.934,33,4.5,mb,,,,,us,usp00002g7,2014-11-06T23:21:14.040Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-07-01T06:26:30.100Z,32.342,99.965,33,4.6,mb,,,,,us,usp00002g8,2014-11-06T23:21:14.041Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
1973-07-01T13:33:34.600Z,57.84,-137.33,33,6.7,ms,,,,,us,usp00002g9,2015-05-13T18:53:08.000Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-01T15:12:05.000Z,57.78,-137.286,33,5.2,mb,,,,,us,usp00002gb,2014-11-06T23:21:14.044Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-01T16:18:21.200Z,21.642,143.098,225,4.8,mb,,,,,us,usp00002gd,2014-11-06T23:21:14.046Z,"Mariana Islands region",earthquake,,,,,reviewed,us,us
1973-07-02T01:04:55.900Z,49.519,-28.516,33,5,mb,,,,,us,usp00002ge,2014-11-06T23:21:14.047Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1973-07-02T01:19:57.700Z,6.079,125.575,95,4.6,mb,,,,,us,usp00002gf,2014-11-06T23:21:14.048Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1973-07-02T01:38:06.100Z,49.775,-28.429,33,4.6,mb,,,,,us,usp00002gg,2014-11-06T23:21:14.050Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1973-07-02T05:51:30.900Z,42.914,145.404,57,5.2,mb,,,,,us,usp00002gh,2014-11-06T23:21:14.051Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-07-02T05:56:12.400Z,54.043,164.092,33,5.4,mb,,,,,us,usp00002gj,2015-05-13T18:53:08.000Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,,reviewed,us,us
1973-07-02T12:48:25.900Z,37.774,72.171,33,4.6,mb,,,,,us,usp00002gp,2014-11-06T23:21:14.058Z,"Tajikistan",earthquake,,,,,reviewed,us,us
1973-07-02T16:09:13.100Z,6.586,126.626,94,5.1,mb,,,,,us,usp00002gt,2014-11-06T23:21:14.063Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1973-07-02T18:22:10.400Z,17.197,-71.677,25,4.8,mb,,,,,us,usp00002gu,2014-11-06T23:21:14.064Z,"Dominican Republic region",earthquake,,,,,reviewed,us,us
1973-07-02T19:55:26.000Z,-29.727,-177.628,51,4.8,mb,,,,,us,usp00002gv,2014-11-06T23:21:14.066Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1973-07-02T22:54:45.900Z,57.932,-137.693,33,4.5,mb,,,,,us,usp00002gw,2014-11-06T23:21:14.067Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-03T03:59:53.700Z,19.104,-101.833,125,5.6,mb,,,,,us,usp00002gy,2015-05-13T18:53:08.000Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,us
1973-07-03T06:37:34.400Z,12.271,125.433,44,6,ms,,,,,us,usp00002h0,2015-05-13T18:53:08.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T07:03:43.900Z,12.205,125.33,33,6.5,ms,,,,,us,usp00002h1,2015-05-13T18:53:08.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T07:49:22.300Z,12.277,125.396,51,5.4,mb,,,,,us,usp00002h2,2014-11-06T23:21:14.075Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T07:57:24.000Z,12.14,125.393,56,5.3,mb,,,,,us,usp00002h3,2015-05-13T18:53:08.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T08:28:34.700Z,12.182,125.546,40,5.2,mb,,,,,us,usp00002h4,2014-11-06T23:21:14.078Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T09:03:30.700Z,12.269,125.277,33,5.2,mb,,,,,us,usp00002h5,2014-11-06T23:21:14.079Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T10:57:07.500Z,31.062,130.2,139,5,mb,,,,,us,usp00002h6,2014-11-06T23:21:14.080Z,"Kyushu, Japan",earthquake,,,,,reviewed,us,us
1973-07-03T11:23:22.700Z,52.509,172.046,36,4.7,mb,,,,,us,usp00002h7,2014-11-06T23:21:14.081Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1973-07-03T11:33:38.400Z,12.149,125.514,33,5.4,mb,,,,,us,usp00002h8,2014-11-06T23:21:14.083Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T16:10:12.400Z,44.075,13.273,47,5.3,mb,,,,,us,usp00002hc,2014-11-06T23:21:14.086Z,"Adriatic Sea",earthquake,,,,,reviewed,us,us
1973-07-03T16:30:37.500Z,58.057,-137.731,33,4.6,mb,,,,,us,usp00002hd,2014-11-06T23:21:14.087Z,"Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-03T16:59:35.100Z,57.98,-138.021,33,6,ms,,,,,us,usp00002he,2015-05-13T18:53:08.000Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-03T17:44:16.500Z,57.993,-137.884,33,5.1,mb,,,,,us,usp00002hf,2014-11-06T23:21:14.090Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-03T17:58:25.500Z,-6.075,152.715,27,4.8,mb,,,,,us,usp00002hg,2014-11-06T23:21:14.091Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1973-07-03T19:06:25.900Z,-41.691,-16.146,33,4.6,mb,,,,,us,usp00002hh,2014-11-06T23:21:14.092Z,"southern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1973-07-03T19:42:33.800Z,-41.624,-16.386,33,4.6,mb,,,,,us,usp00002hj,2014-11-06T23:21:14.094Z,"southern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,us
1973-07-03T20:28:08.300Z,12.187,125.236,60,5,mb,,,,,us,usp00002hk,2014-11-06T23:21:14.095Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T21:41:52.300Z,-27.138,-70.941,6,5.4,ms,,,,,us,usp00002hm,2014-11-06T23:21:14.096Z,"Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-04T00:26:30.800Z,-27.131,-71.122,14,4.7,mb,,,,,us,usp00002hp,2014-11-06T23:21:14.099Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-04T01:49:06.100Z,-27.113,-70.999,33,5.2,mb,,,,,us,usp00002hr,2014-11-06T23:21:14.101Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-04T07:17:06.100Z,58.068,-137.312,33,4.5,mb,,,,,us,usp00002ht,2014-11-06T23:21:14.103Z,"Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-04T09:50:24.000Z,52.069,-171.364,41,4.7,mb,,,,,us,usp00002hu,2014-11-06T23:21:14.104Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us
1973-07-04T13:26:20.300Z,58.014,-137.854,33,4.6,mb,,,,,us,usp00002hx,2014-11-06T23:21:14.109Z,"Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-04T14:17:09.800Z,44.735,-129.395,33,4.5,mb,,,,,us,usp00002hy,2014-11-06T23:21:14.110Z,"off the coast of Oregon",earthquake,,,,,reviewed,us,us
1973-07-04T16:44:11.400Z,27.24,92.474,26,5.2,mb,,,,,us,usp00002hz,2014-11-06T23:21:14.111Z,"Arunachal Pradesh, India",earthquake,,,,,reviewed,us,us
1973-07-04T21:04:46.300Z,23.612,94.841,127,5.2,mb,,,,,us,usp00002j2,2014-11-06T23:21:14.115Z,"Myanmar",earthquake,,,,,reviewed,us,us
1973-07-04T21:29:22.500Z,42.538,145.955,36,4.9,mb,,,,,us,usp00002j3,2014-11-06T23:21:14.117Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,us
1973-07-04T23:38:50.800Z,-7.586,104.544,33,5.2,ms,,,,,us,usp00002j4,2014-11-06T23:21:14.118Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1973-07-04T23:48:43.000Z,-53.156,22.692,33,5.8,ms,,,,,us,usp00002j5,2015-05-13T18:53:08.000Z,"south of Africa",earthquake,,,,,reviewed,us,us
1973-07-05T00:58:45.000Z,43.988,147.849,40,5.5,mb,,,,,us,usp00002j6,2015-05-13T18:53:08.000Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-07-05T03:25:00.400Z,-18.94,169.432,251,4.9,mb,,,,,us,usp00002j7,2014-11-06T23:21:14.122Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1973-07-05T04:24:11.100Z,-44.516,-76.207,33,5.1,mb,,,,,us,usp00002j8,2014-11-06T23:21:14.123Z,"off the coast of Aisen, Chile",earthquake,,,,,reviewed,us,us
1973-07-05T04:50:33.300Z,-27.211,-71.284,35,4.5,mb,,,,,us,usp00002ja,2014-11-06T23:21:14.126Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-05T07:49:04.500Z,57.905,-137.902,33,5.4,mb,,,,,us,usp00002je,2014-11-06T23:21:14.134Z,"off the coast of Southeastern Alaska",earthquake,,,,,reviewed,us,us
1973-07-05T12:21:00.000Z,43.066,146.525,39,4.5,mb,,,,,us,usp00002jk,2014-11-06T23:21:14.141Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-07-05T13:37:11.100Z,-27.155,-71.141,35,5.1,mb,,,,,us,usp00002jm,2014-11-06T23:21:14.142Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-05T15:04:11.700Z,27.253,127.456,47,4.5,mb,,,,,us,usp00002jn,2014-11-06T23:21:14.143Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,us
1973-07-05T16:29:41.000Z,-7.433,104.54,54,4.7,mb,,,,,us,usp00002jp,2014-11-06T23:21:14.144Z,"southwest of Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
1973-07-05T17:59:47.300Z,-26.031,27.425,33,5.1,mb,,,,,us,usp00002jq,2014-11-06T23:21:14.145Z,"South Africa",earthquake,,,,,reviewed,us,us
1973-07-05T19:24:19.700Z,-4.881,151.693,150,5.2,mb,,,,,us,usp00002js,2014-11-06T23:21:14.148Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1973-07-05T22:46:16.300Z,13.225,124.699,38,6,ms,,,,,us,usp00002jv,2015-05-13T18:53:08.000Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,us
1973-07-06T00:13:35.600Z,-27.021,-71.191,16,4.8,mb,,,,,us,usp00002jx,2014-11-06T23:21:14.153Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T05:21:49.100Z,11.962,-87.588,51,4.8,mb,,,,,us,usp00002k0,2014-11-06T23:21:14.157Z,"near the coast of Nicaragua",earthquake,,,,,reviewed,us,us
1973-07-06T09:27:30.700Z,-27.235,-71.142,34,5.6,ms,,,,,us,usp00002k3,2014-11-06T23:21:14.160Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T10:58:40.000Z,-27.195,-70.902,25,4.7,mb,,,,,us,usp00002k4,2014-11-06T23:21:14.161Z,"Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T11:59:30.900Z,-27.447,-70.907,39,5,mb,,,,,us,usp00002k5,2014-11-06T23:21:14.163Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T12:52:26.900Z,-27.222,-71.234,23,4.7,mb,,,,,us,usp00002k6,2014-11-06T23:21:14.164Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T13:37:53.700Z,40.194,142.535,51,5.1,mb,,,,,us,usp00002k7,2014-11-06T23:21:14.165Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1973-07-06T16:56:42.800Z,-27.029,-71.123,33,4.9,mb,,,,,us,usp00002k9,2014-11-06T23:21:14.167Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T20:30:07.700Z,-27.006,-71.047,32,5,mb,,,,,us,usp00002kb,2014-11-06T23:21:14.169Z,"offshore Atacama, Chile",earthquake,,,,,reviewed,us,us
1973-07-06T21:52:39.200Z,-14.992,-177.931,374,4.8,mb,,,,,us,usp00002kd,2014-11-06T23:21:14.171Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-07-06T23:38:28.100Z,50.15,156.259,33,4.5,mb,,,,,us,usp00002ke,2014-11-06T23:21:14.172Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1973-07-07T00:09:15.500Z,-15.146,175.036,614,5.2,mb,,,,,us,usp00002kf,2014-11-06T23:21:14.174Z,"Fiji region",earthquake,,,,,reviewed,us,us
1973-07-07T02:27:24.800Z,-19.077,168.821,93,5.6,mb,,,,,us,usp00002kg,2014-11-06T23:21:14.175Z,"Vanuatu",earthquake,,,,,reviewed,us,us
